user_id,compliment_cool,compliment_cute,compliment_funny,compliment_hot,compliment_list,compliment_more,compliment_note,compliment_photos,compliment_plain,compliment_profile,compliment_writer,cool,fans,funny,review_count,useful,yelping_since,now_date,acceptance,activation,frequency,subscribe,registeration,W1,W2,Wi,Wj
RqR1bGDgdOPyHDnI73LeFw,9371,143,9371,4897,202,496,2933,1793,7918,408,1509,15631,498,13064,1376,18956,2008/11/5 22:27,2021/3/31 0:00,,,,,,,,,
swmrfBnaqU0nyJ3pFBfNgQ,903,13,903,521,6,19,149,21,364,26,196,3331,86,2177,1792,4463,2008/5/6 16:41,2021/3/31 0:00,,,,,,,,,
g5qD10shooDJEPjt6miMrw,398,34,398,316,24,34,112,9,235,13,82,2176,105,1276,1141,3232,2007/6/30 21:55,2021/3/31 0:00,,,,,,,,,
4SJS_m-JXc0oASx6x5Mjkw,2804,401,2804,2739,78,148,1029,148,1657,109,434,8118,333,6423,2154,9582,2007/2/21 19:49,2021/3/31 0:00,,,,,,,,,
#NAME?,296,41,296,342,12,67,150,14,249,32,85,2926,162,2383,1833,3939,2006/5/24 4:09,2021/3/31 0:00,,,,,,,,,
LEGudhGQU2sBvpyltEov1g,46,0,46,29,0,10,16,15,47,1,21,1182,63,777,1019,1842,2008/5/9 16:14,2021/3/31 0:00,,,,,,,,,
hzKQOJI8-7TM-BstJpSVCA,430,3,430,212,1,23,270,115,334,6,136,9437,252,5128,1825,12220,2009/9/26 23:14,2021/3/31 0:00,,,,,,,,,
7DmUbNOJgTMYOX_Ap_Ja_w,92,10,92,97,2,29,75,12,162,12,96,1452,121,1825,1660,4083,2008/4/13 23:54,2021/3/31 0:00,,,,,,,,,
bA6sFAZTIc5ddwpnB_WJUw,394,54,394,199,21,42,173,25,315,20,227,2460,176,2286,1095,3335,2005/3/7 22:19,2021/3/31 0:00,,,,,,,,,
6xkY3nZJMYeNpyBvKoFloQ,2013,81,2013,1103,68,77,582,106,2479,47,581,8971,257,7710,1107,11008,2008/2/1 22:18,2021/3/31 0:00,,,,,,,,,
WWnhqRnWWjutMqh-2SzEuQ,862,68,862,794,63,84,237,117,597,57,932,19788,972,16933,3844,23545,2008/7/9 6:30,2021/3/31 0:00,,,,,,,,,
rCx7tb3toOJUsvdOeqYY0g,1492,35,1492,1078,14,80,362,109,923,127,451,7883,173,5590,1171,10351,2009/1/20 0:35,2021/3/31 0:00,,,,,,,,,
8RcEwGrFIgkt9WQ35E6SnQ,98,4,98,36,14,23,139,81,226,7,68,3191,287,3880,7741,8113,2009/11/6 22:53,2021/3/31 0:00,,,,,,,,,
BdMDq5SXlDU07wxErRohTw,192,6,192,93,1,13,42,20,113,14,52,3550,61,2860,1146,4495,2007/7/17 23:12,2021/3/31 0:00,,,,,,,,,
AHRrG3T1gJpHvtpZ-K0G_g,1581,21,1581,649,20,115,1620,563,6554,36,430,12163,1914,5903,2356,17283,2011/4/25 17:28,2021/3/31 0:00,,,,,,,,,
_pCm_UXreHoX170r-Hj9TQ,42,1,42,18,1,14,56,4,62,10,15,774,70,829,1262,1982,2011/4/24 19:07,2021/3/31 0:00,,,,,,,,,
VlVx6clfF7iZfO_idvuMfA,555,45,555,491,15,50,303,11,410,39,197,2282,124,1524,1411,4174,2006/8/31 6:00,2021/3/31 0:00,,,,,,,,,
YfwBiRftj-mMTW5XZBNFmw,19,3,19,3,1,5,10,6,14,2,10,377,30,286,1060,713,2010/10/28 0:18,2021/3/31 0:00,,,,,,,,,
Rx7DNBmPPShVjlcQidGuTw,262,63,262,245,17,26,138,11,129,15,63,1693,92,561,2440,3261,2006/4/24 5:03,2021/3/31 0:00,,,,,,,,,
X_DkwPTzdO_VWzUcbUXREg,386,2,386,121,3,21,193,35,263,26,163,13398,195,6546,1674,16365,2008/8/8 18:05,2021/3/31 0:00,,,,,,,,,
GMxzcQwOAbCKnoUVm5fwpA,482,26,482,271,20,27,316,57,389,18,97,3592,174,4070,1555,4682,2007/1/19 20:11,2021/3/31 0:00,,,,,,,,,
p0UbZ13W0IxJUy-hDB_OqA,49,2,49,30,1,7,30,4,36,8,53,1878,128,1517,1380,3337,2010/10/18 20:28,2021/3/31 0:00,,,,,,,,,
dIQnYbjf-rTxn5dQoRr0bg,118,7,118,96,1,6,54,21,77,8,29,1538,69,1029,1037,2385,2005/9/22 21:47,2021/3/31 0:00,,,,,,,,,
pD4c0eVE0ImAgcag4w4-lA,1056,67,1056,1109,30,116,196,194,430,76,399,5008,208,4719,1677,6251,2008/2/28 21:30,2021/3/31 0:00,,,,,,,,,
aGgNm24n_jpgD52nhbJiHw,55,7,55,31,3,6,38,7,58,8,23,928,60,666,1081,1829,2007/6/14 0:55,2021/3/31 0:00,,,,,,,,,
5aCEquYmXUIsWmpUp1gqxA,305,63,305,210,13,26,216,15,230,17,72,2056,90,1830,1696,3301,2007/3/10 22:16,2021/3/31 0:00,,,,,,,,,
bv5g9xdct8AW3AHQeyn7Lw,374,4,374,178,2,10,68,27,193,9,87,2636,66,1074,1071,2910,2009/4/14 0:40,2021/3/31 0:00,,,,,,,,,
ZMBIjbnvatw6Z6JNPlS99Q,156,16,156,95,9,15,35,21,188,14,106,1161,127,811,1358,2066,2009/1/21 0:35,2021/3/31 0:00,,,,,,,,,
tfg1Nhwx94Y4GdQHLVawbw,101,6,101,76,2,9,30,4,66,10,25,612,39,575,1030,943,2006/9/23 4:58,2021/3/31 0:00,,,,,,,,,
kW2dk1CWihmh3g7k9N2G8A,125,13,125,78,38,18,65,9,107,8,52,1831,229,982,2548,4034,2007/7/18 17:27,2021/3/31 0:00,,,,,,,,,
z9B25fKtfrxzUws_OOHJSQ,957,8,957,429,6,61,516,458,1144,32,467,6352,236,4560,1055,8563,2011/3/15 19:53,2021/3/31 0:00,,,,,,,,,
xoUUkyCSCnDJ_hxx1NyTSw,40,3,40,30,0,9,73,35,74,7,24,613,110,1142,1255,1646,2007/12/6 17:40,2021/3/31 0:00,,,,,,,,,
bh9izcnhZixZjju_cggv4A,1040,36,1040,363,6,56,453,275,987,29,182,5403,127,3134,1002,7460,2007/1/2 21:45,2021/3/31 0:00,,,,,,,,,
PI51J_fKhEfZKhi-MjWBpg,5345,50,5345,1585,122,188,1769,981,7913,91,1707,22725,610,19856,1112,24005,2008/7/1 12:48,2021/3/31 0:00,,,,,,,,,
s8nkbQAlrVPfg1u4anGKtw,1569,78,1569,765,44,79,926,175,3538,51,583,12016,715,10156,1555,16727,2009/3/9 23:51,2021/3/31 0:00,,,,,,,,,
wEE-YMx5pmSuagLtNxMPKA,2907,106,2907,1747,64,168,1610,673,7312,109,810,26855,1713,18988,1930,35947,2007/8/16 13:41,2021/3/31 0:00,,,,,,,,,
cMEtAiW60I5wE_vLfTxoJQ,110,3,110,44,1,14,74,11,115,16,54,4665,185,2885,4188,6480,2009/5/2 20:13,2021/3/31 0:00,,,,,,,,,
5O3VvfDu_HDvgUviAqmTEA,234,4,234,86,12,16,232,130,230,4,98,2602,161,1700,1255,4581,2009/9/11 19:03,2021/3/31 0:00,,,,,,,,,
UKU5x7fgNWzzdpCh3PqS0A,51,0,51,27,0,7,38,21,34,1,27,620,118,525,1705,1721,2010/6/19 22:42,2021/3/31 0:00,,,,,,,,,
Zn8tgekH0oCfyk4SUtygoA,419,1,419,128,3,17,245,413,547,5,165,6215,168,3368,1558,7528,2008/3/23 22:55,2021/3/31 0:00,,,,,,,,,
EiwxlbR8fb68lMgEXhcWKA,1283,94,1283,1330,31,129,362,131,714,77,573,9860,514,7378,3076,14462,2008/11/7 23:53,2021/3/31 0:00,,,,,,,,,
QvJNbPn8BlY2A6BoUZ-MoA,224,4,224,88,1,17,232,25,192,21,113,3656,94,1498,1744,5928,2010/9/30 15:29,2021/3/31 0:00,,,,,,,,,
Sg_BvnTHsbc1AABiJjaiPA,59,6,59,34,1,13,28,15,44,2,29,885,81,600,1388,1654,2010/1/6 3:38,2021/3/31 0:00,,,,,,,,,
IL7s7BR8DuoOFwYYM6cZ7w,755,25,755,370,5,20,124,294,337,22,317,8987,259,6097,1367,10600,2010/9/7 2:24,2021/3/31 0:00,,,,,,,,,
4u8zZaT5m7nO1WazdKA2sw,1651,35,1651,857,55,75,874,100,2004,114,421,6388,137,7127,2241,8706,2009/10/13 15:48,2021/3/31 0:00,,,,,,,,,
Xj0O2l0bp633ebmG468aZw,218,4,218,127,6,40,105,12,219,29,49,3604,223,2168,4884,5769,2005/7/18 6:22,2021/3/31 0:00,,,,,,,,,
lConjPFTZqz4zWELK_EJtw,1952,49,1952,1279,60,222,503,1246,1661,149,877,14408,466,9656,2195,18351,2007/12/30 23:50,2021/3/31 0:00,,,,,,,,,
NNgQ8fV5ARQgHw-Ob7l50A,216,4,216,171,4,33,139,12,307,18,141,2654,158,3833,1106,3361,2008/10/11 0:56,2021/3/31 0:00,,,,,,,,,
nx5-LzxIVXlQrKpWL_3PVQ,86,5,86,44,0,17,34,55,44,3,71,1548,133,969,1763,2468,2009/12/1 21:58,2021/3/31 0:00,,,,,,,,,
IFtbvwIpjbbl5fE6sbf0dQ,185,30,185,124,2,18,114,70,108,13,118,1924,183,1451,1131,3409,2008/2/6 17:44,2021/3/31 0:00,,,,,,,,,
X8XtoFBoAiHrw3rZ4v8cRQ,718,13,718,263,25,64,442,98,926,25,183,5373,127,4454,1546,7657,2007/12/8 0:41,2021/3/31 0:00,,,,,,,,,
wCtf5_zG8EpWiBp_Oi7P0g,1108,78,1108,758,16,44,294,32,425,35,261,4148,220,3313,1695,5525,2008/4/5 19:58,2021/3/31 0:00,,,,,,,,,
gvOuN8PAUJHOfbO03dOgUA,993,30,993,402,29,50,672,104,2602,53,283,5768,680,2516,1151,7208,2009/9/9 16:01,2021/3/31 0:00,,,,,,,,,
sRVGewx--HgwwlKwAfCO9Q,732,59,732,880,25,82,128,47,377,22,306,4792,175,3158,1061,5341,2006/4/24 19:00,2021/3/31 0:00,,,,,,,,,
re3AdczLFP4D7xwI6DkBNA,877,73,877,1274,30,74,276,48,853,54,269,5806,150,5608,2862,7609,2006/10/6 0:39,2021/3/31 0:00,,,,,,,,,
UvSOYVwqwyzNr40AU1t6Yw,75,0,75,52,1,17,103,41,246,4,44,2195,109,1244,1039,4135,2009/6/28 18:34,2021/3/31 0:00,,,,,,,,,
4bQp5jnqpoQpNfxMg1y_xQ,80,8,80,43,2,6,32,18,68,7,51,993,102,778,1017,1866,2011/3/30 17:18,2021/3/31 0:00,,,,,,,,,
m07sy7eLtOjVdZ8oN9JKag,2985,157,2985,2665,210,350,867,3184,1357,175,2515,57922,2173,49995,5415,67650,2006/7/22 1:22,2021/3/31 0:00,,,,,,,,,
kp1SDNjwwBPFmdF1kadRmw,51,1,51,65,10,15,26,48,67,10,51,955,88,593,1070,1549,2010/4/7 0:49,2021/3/31 0:00,,,,,,,,,
3mNz5nQFTIBQm0oU5mBR0w,4815,189,4815,3858,110,385,1812,4697,6704,467,2663,57181,1363,44523,2906,59858,2010/7/7 0:38,2021/3/31 0:00,,,,,,,,,
H5d_nFqzwrREE-YduK2ABg,319,4,319,155,3,16,74,63,326,12,101,3166,90,1908,1204,6698,2007/2/28 1:37,2021/3/31 0:00,,,,,,,,,
nnImk681KaRqUVHlSfZjGQ,237,7,237,110,15,31,158,51,360,15,138,2843,247,1486,1026,4441,2006/7/18 20:46,2021/3/31 0:00,,,,,,,,,
XKvbfNylF6Yq8hpwqaZrhA,82,9,82,24,0,12,57,5,86,7,20,1051,68,1226,1387,2705,2006/3/3 7:03,2021/3/31 0:00,,,,,,,,,
PeLGa5vUR8_mcsn-fn42Jg,205,7,205,163,16,13,121,74,135,9,53,2831,118,1875,1328,3994,2008/1/5 0:12,2021/3/31 0:00,,,,,,,,,
bN25cOkFDluT1NjMNkWqAQ,132,21,132,104,3,8,88,40,103,6,70,2104,139,1562,1131,3064,2010/7/27 17:59,2021/3/31 0:00,,,,,,,,,
pnfVIB7UhvCQ7X2K0Q2XIw,132,21,132,90,12,13,34,40,110,21,43,938,62,533,1452,2478,2006/9/17 17:03,2021/3/31 0:00,,,,,,,,,
B5RcWUztezeNkW-_ujqViQ,145,12,145,167,12,27,102,30,150,15,123,1830,165,1281,1434,4354,2008/6/11 22:18,2021/3/31 0:00,,,,,,,,,
3wB-JjsUjkvdNUDRnChsVg,309,2,309,190,5,14,127,8,155,43,136,4256,138,3162,1388,5467,2009/4/18 4:51,2021/3/31 0:00,,,,,,,,,
58yXn5Y4409kc9q88YwU6w,2164,88,2164,1130,49,89,1074,309,7039,70,489,16171,1535,10711,1685,22748,2007/5/15 20:28,2021/3/31 0:00,,,,,,,,,
yZM8bO0dbhffVp6RCTFN5w,84,1,84,47,1,8,39,51,58,5,69,2043,157,1188,1546,3244,2009/6/3 2:53,2021/3/31 0:00,,,,,,,,,
_BcWyKQL16ndpBdggh2kNA,388,15,388,354,35,59,250,35,494,41,181,9137,545,4985,4207,16085,2008/5/29 12:29,2021/3/31 0:00,,,,,,,,,
ycVIThPWpZa2TfTlonf4fQ,791,50,791,443,490,89,462,184,1544,108,229,4246,155,1916,1474,7058,2009/7/17 12:23,2021/3/31 0:00,,,,,,,,,
K2hRhu2g-LR4qpxDsaAtzQ,62,18,62,80,1,11,46,35,60,2,52,1093,121,690,1010,2148,2009/3/31 20:21,2021/3/31 0:00,,,,,,,,,
WKXB06num_qLlTbItz9wiA,1176,32,1176,700,16,116,577,302,2281,68,1097,10117,197,7840,1286,11719,2009/12/15 1:44,2021/3/31 0:00,,,,,,,,,
WyvvWRCCHizctkFdGWz72A,42,0,42,20,0,6,22,13,65,4,12,570,56,356,1025,1183,2009/1/28 8:19,2021/3/31 0:00,,,,,,,,,
E_GAXhVA1_lVC2aFpMQElA,369,9,369,96,2,29,214,87,309,35,179,10311,333,6684,4118,14757,2009/9/3 5:31,2021/3/31 0:00,,,,,,,,,
0f_0XfO2qcgNwSJAHwfR9g,126,10,126,95,13,9,49,25,135,9,75,2206,198,1618,1421,3655,2010/12/10 7:05,2021/3/31 0:00,,,,,,,,,
9v83UksZrkThOiE584GRBQ,404,8,404,258,3,43,93,70,378,25,242,5469,106,4276,1176,6467,2010/11/15 0:40,2021/3/31 0:00,,,,,,,,,
vkxKfc-S4X7AvlMSL64ngw,1109,15,1109,795,6,99,337,335,541,50,279,9964,265,8066,1656,11234,2010/1/8 5:49,2021/3/31 0:00,,,,,,,,,
gjfcfzrYZ0O1xINHtnQKiA,44,2,44,15,1,2,12,12,23,8,13,291,45,194,1030,690,2005/7/11 6:48,2021/3/31 0:00,,,,,,,,,
wZPizeBxMAyOSl0M0zuCjg,652,29,652,311,17,37,252,177,701,46,280,13657,505,7942,4884,20083,2008/8/27 20:20,2021/3/31 0:00,,,,,,,,,
iztl5NRH01qvWA0LEICw8Q,960,23,960,318,101,107,562,66,1400,51,239,5389,204,3882,1820,6027,2007/7/4 23:55,2021/3/31 0:00,,,,,,,,,
nmdkHL2JKFx55T3nq5VziA,726,20,726,325,6,69,335,643,734,23,480,44040,893,27866,8066,54708,2011/11/29 15:50,2021/3/31 0:00,,,,,,,,,
WKU4ARVrsNF8jpitZqNZpg,54,1,54,15,1,9,46,0,43,4,26,576,68,410,1080,1518,2007/8/25 23:33,2021/3/31 0:00,,,,,,,,,
NK-zIxHMuTnLRU0RhoZWqw,188,6,188,151,11,31,95,132,115,9,34,2077,221,1149,1048,2828,2006/4/8 10:03,2021/3/31 0:00,,,,,,,,,
LWwmuZJjI4jeB95fQGbG0Q,430,26,430,329,9,29,179,158,423,30,127,6177,303,4152,1955,7433,2008/11/12 23:01,2021/3/31 0:00,,,,,,,,,
moNhelvHfXSh2BtlpGiDvw,271,14,271,202,3,14,119,18,167,21,71,1718,114,1424,1735,3324,2007/11/8 13:03,2021/3/31 0:00,,,,,,,,,
ot3m-jIwFMFFCMG1bkLZgQ,215,11,215,122,11,28,122,12,228,18,122,2296,138,1843,1473,3745,2011/3/11 1:12,2021/3/31 0:00,,,,,,,,,
cVrM2BvOvPV0Vi_rC8kepQ,1164,8,1164,438,17,125,669,667,2463,59,536,17987,381,12988,2724,21980,2011/10/9 23:43,2021/3/31 0:00,,,,,,,,,
r9Wii37p0kEDIUt2e2_LqQ,1974,58,1974,1431,68,191,463,809,1174,161,818,8732,619,4754,1420,12505,2006/8/23 1:25,2021/3/31 0:00,,,,,,,,,
Xwnf20FKuikiHcSpcEbpKQ,303,2,303,94,1,40,218,99,509,14,79,5027,283,3587,6764,8283,2011/6/10 3:52,2021/3/31 0:00,,,,,,,,,
_H1VvAk65d2z-2-XuLHkmw,104,6,104,64,5,11,23,24,50,6,39,707,83,460,1462,1810,2007/7/29 2:06,2021/3/31 0:00,,,,,,,,,
YSfAlm6XNaym-JOrRjv3Tg,1690,248,1690,1363,115,130,1262,219,3205,80,364,10751,609,7666,1627,13287,2006/12/27 21:19,2021/3/31 0:00,,,,,,,,,
OapLWhQI4_Gm32-nYbHmUA,11674,261,11674,7222,157,726,4659,4545,13077,949,3134,19978,397,14026,2298,24320,2007/5/23 14:20,2021/3/31 0:00,,,,,,,,,
yrWJ4YZWvFj_NDOvTRaAqA,111,13,111,49,0,9,37,20,54,8,54,1014,101,861,1642,1641,2009/3/5 2:34,2021/3/31 0:00,,,,,,,,,
DkJya-j5ZPxygeusMoc5yQ,64,2,64,32,2,12,90,10,124,4,65,831,116,898,1302,1477,2004/10/15 22:12,2021/3/31 0:00,,,,,,,,,
iwQsBQDrpQirBmmCxmzLeQ,9,0,9,6,1,4,23,5,14,2,8,233,25,476,1017,1140,2010/1/31 23:36,2021/3/31 0:00,,,,,,,,,
mlXIzLHZ2RAw3MMzpBsFlA,372,1,372,150,28,34,116,122,294,7,245,5785,238,3693,2203,8431,2008/1/27 20:22,2021/3/31 0:00,,,,,,,,,
SsgDGJWBNvefjY0z8XsVCQ,645,7,645,305,9,43,156,145,573,28,362,6876,176,5095,2171,8219,2009/5/16 15:02,2021/3/31 0:00,,,,,,,,,
IDVX4Is4CanREchBmpFXoA,290,81,290,259,26,59,219,80,251,19,102,3376,239,4713,1335,3849,2005/10/22 21:33,2021/3/31 0:00,,,,,,,,,
IucvvxdQXXhjQ4z6Or6Nrw,143,4,143,80,2,11,68,14,85,8,53,3833,161,2704,5854,6093,2009/1/28 23:35,2021/3/31 0:00,,,,,,,,,
9GhiQOLaM6ZGrrFG-SppwQ,325,3,325,234,17,29,83,36,269,37,164,3671,179,2388,1632,5010,2009/4/20 2:22,2021/3/31 0:00,,,,,,,,,
9U30DANobkrn3Zlu6T9p6Q,34,2,34,10,9,13,26,4,48,5,18,713,108,549,1672,2019,2009/1/26 4:49,2021/3/31 0:00,,,,,,,,,
kw4Q3Qfj_8WxjTNExSi1hw,130,14,130,84,9,22,50,17,126,18,39,1349,149,786,2514,2839,2009/2/19 4:23,2021/3/31 0:00,,,,,,,,,
7NeuNizIMb6lB0VoDLNrjQ,20,2,20,20,0,6,19,20,24,1,6,683,31,604,1289,1288,2008/4/3 23:19,2021/3/31 0:00,,,,,,,,,
5BpJEC8YVi80ecWT5CtlfQ,2408,52,2408,2494,75,190,504,1133,1556,167,1029,14029,420,11307,2682,16961,2008/9/11 1:51,2021/3/31 0:00,,,,,,,,,
KYtrBL_Cp1CudlGC1XiiSA,504,20,504,306,23,29,241,25,767,13,147,3423,129,2252,1281,4840,2007/4/1 16:08,2021/3/31 0:00,,,,,,,,,
FLMRT4tDE4VlM1wyDK5QGg,698,20,698,267,8,43,234,41,302,28,333,6824,264,6284,1625,9675,2009/2/20 15:46,2021/3/31 0:00,,,,,,,,,
XYSDrIef7g4Gmp3lNFVO6A,932,26,932,548,64,74,653,130,1115,56,235,10035,435,3869,4920,15529,2007/7/19 0:22,2021/3/31 0:00,,,,,,,,,
mGAgc73bhiO_xXvpLy2Org,559,14,559,975,108,36,135,292,368,83,266,3916,186,2955,1542,5692,2009/2/21 4:23,2021/3/31 0:00,,,,,,,,,
hGeXKYWkqJgFC1u_Sh6kCg,380,37,380,237,17,54,193,32,271,29,78,3493,90,3386,1065,4712,2008/6/9 21:06,2021/3/31 0:00,,,,,,,,,
Tvk5HuAzmYDJPN9d6fBiiA,59,21,59,43,12,8,39,9,61,4,26,910,33,1613,1048,1829,2007/2/10 19:00,2021/3/31 0:00,,,,,,,,,
jrMxBHW3SlUGVGYWvPsHWA,132,13,132,54,1,15,72,40,179,14,40,2191,123,1250,1553,3924,2009/5/25 5:03,2021/3/31 0:00,,,,,,,,,
f1MFQxTZAWJnRQdrouLg_A,1413,27,1413,473,35,89,1266,286,6048,51,457,11969,1044,8732,1654,18756,2008/10/11 16:18,2021/3/31 0:00,,,,,,,,,
YpQeAaEP0iIhXcg3ZW7vBA,43,2,43,41,1,8,64,3,74,2,112,2351,73,2982,1079,4079,2011/2/28 18:12,2021/3/31 0:00,,,,,,,,,
xj3u-L1K5Dhq511eA2Z6Gw,120,1,120,37,2,20,54,65,86,5,149,2177,122,1643,1207,4265,2007/5/26 23:27,2021/3/31 0:00,,,,,,,,,
mtVsTE9pyOsY2xCuRRFCvw,79,6,79,41,12,7,26,42,37,7,11,662,38,1347,1562,1189,2008/8/25 2:45,2021/3/31 0:00,,,,,,,,,
Lu8y2ayxVlAzuJEVfVcH4w,2269,297,2269,2977,75,151,707,968,1863,136,819,16386,684,10975,2424,18371,2007/7/31 18:56,2021/3/31 0:00,,,,,,,,,
d_-ypwVYiP-DswClkAg8Iw,235,4,235,82,3,30,101,165,208,10,143,3772,351,2492,1728,6370,2008/11/30 10:05,2021/3/31 0:00,,,,,,,,,
#NAME?,570,48,570,226,7,34,219,42,569,21,99,3108,107,2869,1262,5082,2006/7/19 16:03,2021/3/31 0:00,,,,,,,,,
v-HcprOKPC1_F5_15t4JDw,174,0,174,87,4,17,108,4,151,15,95,2362,105,1114,1935,2981,2006/10/22 18:52,2021/3/31 0:00,,,,,,,,,
NNL1zLTP2J_SOputgoPYeQ,1729,18,1729,392,25,70,2052,340,6106,30,412,11804,979,5801,1858,18270,2011/2/27 14:40,2021/3/31 0:00,,,,,,,,,
EO1Cz15wYnHQ0aGc9T6tzw,1262,18,1262,707,27,82,345,18,698,82,299,6253,213,5661,2270,10224,2007/5/10 14:52,2021/3/31 0:00,,,,,,,,,
cPcStFGBlk-6lWWsttIfVQ,143,16,143,122,8,13,56,70,184,17,134,4458,240,3609,2120,7441,2009/11/8 17:32,2021/3/31 0:00,,,,,,,,,
NeXRy1C7PxS7bvIcQ3SymA,520,25,520,308,26,42,142,98,317,22,206,6265,309,4685,2847,9561,2006/10/12 19:21,2021/3/31 0:00,,,,,,,,,
I4eTqRHq93iElqq4f5istw,233,1,233,71,4,18,158,42,380,14,128,2069,156,885,1503,4836,2009/10/10 1:37,2021/3/31 0:00,,,,,,,,,
lufa4bHQd3XLYQE1zXis0g,299,32,299,213,5,26,145,82,194,13,157,4614,267,4521,1966,6700,2006/6/12 18:29,2021/3/31 0:00,,,,,,,,,
CxDOIDnH8gp9KXzpBHJYXw,1679,69,1679,753,92,195,1374,1576,3751,38,471,14688,819,9287,6657,23164,2009/11/9 20:44,2021/3/31 0:00,,,,,,,,,
pou3BbKsIozfH50rxmnMew,1229,12,1229,389,28,93,1114,376,3640,42,516,13154,883,7901,2599,19801,2012/1/11 17:19,2021/3/31 0:00,,,,,,,,,
6mMk9hO_RAbdGMEGeg3oWQ,206,9,206,119,6,14,47,18,66,9,52,2196,68,1049,1365,3083,2006/5/27 18:32,2021/3/31 0:00,,,,,,,,,
pW9LvtC-hZ0PRAOUn7aZ2A,196,12,196,95,40,27,189,52,375,13,71,4014,229,2613,2171,9328,2006/5/16 16:20,2021/3/31 0:00,,,,,,,,,
#NAME?,125,5,125,96,13,17,60,103,86,7,144,2307,223,1515,1039,3569,2009/10/5 6:06,2021/3/31 0:00,,,,,,,,,
oBhQMjrT0zdSLdlybWRA_w,52,1,52,14,2,14,12,1,49,5,28,909,42,219,1447,1579,2008/1/8 1:59,2021/3/31 0:00,,,,,,,,,
Dd6ElS2Cng3Qag_h4IQC-Q,204,17,204,154,10,20,57,22,174,18,71,1728,151,1030,1824,2602,2005/11/3 0:01,2021/3/31 0:00,,,,,,,,,
4OrFB2TDRsbokoYMhUf1EA,41,6,41,15,1,3,29,12,62,2,26,950,53,553,1172,1766,2009/8/7 18:21,2021/3/31 0:00,,,,,,,,,
AbMjnKOwg736fcIu8apuyQ,12370,105,12370,6107,255,805,2068,13058,14110,853,6410,98978,1502,82359,2946,109271,2010/5/16 19:27,2021/3/31 0:00,,,,,,,,,
3CwMwbY9UgP-qvTDxNs_0g,3868,93,3868,2225,28,341,2278,2058,5891,150,2137,15342,324,10360,1329,20311,2009/7/29 19:31,2021/3/31 0:00,,,,,,,,,
Eypq5gLLjCapBVVnMw_MyA,124,9,124,78,4,13,54,11,93,11,63,3018,194,2190,4880,4199,2007/10/29 8:53,2021/3/31 0:00,,,,,,,,,
2HchhLgGj16aITZGVy0hqA,449,28,449,219,42,55,143,61,225,46,240,5977,432,5304,3247,10187,2008/1/12 0:14,2021/3/31 0:00,,,,,,,,,
w5bAI7USuCvyl8kZzj6sQw,275,17,275,170,11,21,135,120,322,15,102,2810,250,2212,1737,5383,2007/5/24 4:46,2021/3/31 0:00,,,,,,,,,
hTEKSL52x8cUUlHpUEx4lw,830,8,830,550,20,57,403,191,1096,48,274,4044,183,2612,1026,5403,2007/12/12 14:49,2021/3/31 0:00,,,,,,,,,
Bezh6tDmCrL0-SnsV6CneA,40,2,40,29,0,12,16,7,29,2,22,691,57,403,1231,1606,2007/5/7 20:44,2021/3/31 0:00,,,,,,,,,
ibZIMJ55dvoqag4_JrQ4sw,341,46,341,232,6,32,125,88,291,13,134,3581,139,2339,1786,5290,2007/11/11 22:06,2021/3/31 0:00,,,,,,,,,
e7V5B3xq3rRNxmABwFKqVw,112,1,112,70,12,15,99,48,107,6,119,4320,349,2714,1406,6966,2008/11/9 17:24,2021/3/31 0:00,,,,,,,,,
JA4Rw3qdKuGDCFbexnbN5w,88,3,88,54,1,14,73,60,67,1,54,1032,76,690,1322,2014,2007/5/21 19:12,2021/3/31 0:00,,,,,,,,,
eUmVXP9UnoWtz9NSBwY4jA,1791,403,1791,1807,95,99,562,151,1012,52,268,6691,280,5139,1053,7379,2005/8/19 1:48,2021/3/31 0:00,,,,,,,,,
GwlrUwkULm4ZLN-Kum5nag,145,6,145,102,6,43,125,37,231,9,147,7640,268,3650,4030,15784,2007/2/20 1:24,2021/3/31 0:00,,,,,,,,,
eMAmkqtFhhqkzTWKcsARSw,134,3,134,62,7,6,55,10,77,6,36,1152,65,702,1428,2300,2009/2/3 2:28,2021/3/31 0:00,,,,,,,,,
ChrkZVO5M-J6T_9FnsbUzw,422,81,422,273,103,83,321,160,428,75,295,4891,219,4569,1415,8173,2009/3/17 3:48,2021/3/31 0:00,,,,,,,,,
ruKI02UFEyBcvow5DXoGRQ,26,1,26,12,5,12,25,8,32,2,15,577,35,605,1028,1929,2008/6/18 23:27,2021/3/31 0:00,,,,,,,,,
SIZOfo7jTjCXnL8ZtpM2aw,2595,98,2595,2593,150,269,760,1730,2444,282,1604,12204,309,10717,1533,14069,2009/11/15 7:37,2021/3/31 0:00,,,,,,,,,
#NAME?,417,13,417,238,26,34,191,46,956,7,92,1576,111,1200,1056,2151,2006/3/28 18:48,2021/3/31 0:00,,,,,,,,,
08mOpJRCpZe3D8UHszP4FA,680,36,680,398,64,70,356,271,471,32,216,5969,451,3123,3155,11253,2006/1/25 1:38,2021/3/31 0:00,,,,,,,,,
hFCUoOVs1rA4FX9Vps9fsg,500,36,500,617,12,35,168,65,393,34,149,2159,100,1594,1084,2843,2006/7/2 17:32,2021/3/31 0:00,,,,,,,,,
